"","artist","track","target","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"985","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
"986","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"987","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"988","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"989","Angus & Julia Stone","Mango Tree","like",0.592,0.426,"2",-15.107,"0",0.0305,0.832,0.0908,0.115,0.285,107.747,225667
"990","Daughter","Youth","like",0.402,0.539,"0",-11.062,"1",0.043,0.88,0.0065,0.117,0.371,146.526,253013
"991","Villagers","Nothing Arrived - Live from Spotify London","like",0.572,0.426,"7",-11.633,"1",0.0394,0.929,0.00184,0.676,0.43,102.694,219093
"992","The Lumineers","Visions of China","like",0.624,0.193,"4",-10.53,"0",0.0309,0.93,2.79e-05,0.102,0.269,125.017,201085
"993","Harrison Storm","Sense of Home","like",0.565,0.207,"3",-10.926,"1",0.032,0.892,1.8e-06,0.102,0.0904,140.068,265840
"994","SYML","Where's My Love - Acoustic","like",0.554,0.226,"3",-11.323,"1",0.0281,0.891,0.0321,0.107,0.229,104.005,239880
"995","José González","Stay Alive","like",0.716,0.301,"6",-12.081,"1",0.0365,0.702,0.145,0.0885,0.329,129.997,266907
"996","Courtney Hartman","Wayside","like",0.629,0.23,"10",-12.604,"1",0.0364,0.939,0.00123,0.123,0.62,117.177,157069
"997","Lorkin O'Reilly","Ribcage","like",0.428,0.141,"1",-16.872,"1",0.035,0.929,0.209,0.119,0.503,165.042,148769
"998","Gregory Alan Isakov","Chemicals","like",0.608,0.238,"0",-13.604,"1",0.0434,0.885,0.125,0.111,0.27,78.013,199907
"999","Beta Radio","On the Frame","like",0.716,0.307,"5",-13.988,"1",0.0402,0.92,0.000456,0.0905,0.5,140.027,219480
"1000","Fenne Lily","Top to Toe","like",0.569,0.184,"1",-12.842,"1",0.0584,0.908,0,0.114,0.309,110.916,216416
"1001","Anthony da Costa","You’re Free Now (feat. Sarah Jarosz)","like",0.408,0.24,"4",-13.522,"1",0.0307,0.846,0.00254,0.104,0.434,147.585,259798
"1002","Lord Huron","The Night We Met (feat. Phoebe Bridgers)","like",0.424,0.437,"2",-8.588,"1",0.0355,0.962,0.336,0.664,0.131,174.127,208173
"1003","Jason Isbell and the 400 Unit","If We Were Vampires","like",0.629,0.208,"5",-16.225,"1",0.0324,0.824,3.7e-06,0.107,0.685,96.609,215564
"1004","Joy Williams","The Trouble with Wanting","like",0.396,0.198,"2",-9.096,"1",0.031,0.912,0,0.0972,0.19,138.624,235587
"1005","Beta Radio","On Your Horizon","like",0.281,0.294,"9",-15.026,"0",0.0304,0.798,0.273,0.0869,0.236,91.351,292520
"1006","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"1007","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"1008","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"1009","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"1010","Gia Margaret","Smoke - Acoustic","like",0.528,0.3,"7",-14.82,"1",0.0389,0.778,0.152,0.317,0.259,86.009,152320
"1011","Peter Bradley Adams","My Arms Were Always Around You","like",0.643,0.436,"1",-12.245,"1",0.0273,0.724,0.459,0.11,0.422,91.485,200800
"1012","The Barr Brothers","Even The Darkness Has Arms","like",0.513,0.662,"11",-12.787,"1",0.0435,0.813,0.18,0.288,0.734,101.275,230520
"1013","The Brother Brothers","Tugboats","like",0.5,0.201,"2",-6.838,"1",0.0335,0.787,0,0.184,0.436,119.718,227152
"1014","Henry Jamison","The Rains","like",0.689,0.399,"6",-10.906,"1",0.028,0.648,0.0167,0.0704,0.432,117.027,211795
"1015","Josiah and the Bonnevilles","Back to Tennessee","like",0.458,0.453,"2",-8.545,"1",0.0278,0.306,1.11e-05,0.149,0.224,91.779,216147
"1016","Gillian Welch","Hard Times","like",0.627,0.18,"6",-11.696,"1",0.0376,0.981,0.000373,0.107,0.466,134.247,292160
"1017","Matt the Electrician","The Bear (Trio)","like",0.604,0.11,"4",-12.46,"1",0.044,0.897,0,0.118,0.411,142.812,264867
"1018","John Paul White","James","like",0.568,0.194,"7",-14.297,"1",0.0298,0.762,0.000272,0.116,0.147,105.829,237328
"1019","Dead Horses","A Petal Here, a Petal There","like",0.452,0.698,"7",-7.903,"1",0.0302,0.529,0.000646,0.0687,0.563,141.53,206493
"1020","The Lumineers","Scotland","like",0.581,0.604,"10",-9.303,"0",0.0256,0.0163,0.0321,0.106,0.208,96.97,228481
"1021","Leon Bridges","Beyond","like",0.58,0.687,"6",-5.4,"1",0.106,0.229,0,0.109,0.187,76.014,240600
"1022","Dean Lewis","Waves - Guitar Acoustic","like",0.412,0.285,"11",-9.918,"0",0.0444,0.935,0,0.11,0.377,151.739,248427
"1023","Novo Amor","Anchor","like",0.457,0.408,"9",-11.474,"1",0.0307,0.803,0.884,0.126,0.128,117.052,257533
"1024","Novo Amor","Anchor","like",0.457,0.408,"9",-11.474,"1",0.0307,0.803,0.884,0.126,0.128,117.052,257533
"1025","Old Sea Brigade","Love Brought Weight","like",0.367,0.326,"7",-15.605,"1",0.0344,0.699,0.358,0.0759,0.064,116.659,185747
"1026","Phoebe Bridgers","Motion Sickness (Demo - Bonus Track)","like",0.353,0.239,"1",-11.059,"1",0.0296,0.954,3.68e-05,0.131,0.159,95.136,264452
"1027","Andrea von Kampen","Portland","like",0.326,0.221,"11",-13.303,"1",0.0346,0.872,0.0231,0.11,0.134,73.577,228389
"1028","Wilderado","Sorrow - Acoustic","like",0.567,0.224,"0",-10.558,"1",0.0288,0.921,0,0.102,0.292,143.982,180707
"1029","Angus & Julia Stone","Nothing Else","like",0.707,0.302,"4",-13.582,"1",0.0398,0.883,0.0349,0.102,0.369,123.987,264000
"1030","First Aid Kit","Emmylou - Spotify Sessions","like",0.336,0.647,"6",-7.718,"1",0.039,0.142,0.00616,0.826,0.207,94.948,304227
"1031","Sufjan Stevens","Mystery of Love (From the Original Motion Picture “Call Me by Your Name”)","like",0.365,0.273,"4",-16.526,"0",0.038,0.94,0.431,0.109,0.238,132.285,248965
"1032","Aldous Harding","The Barrel - Edit","like",0.738,0.423,"11",-8.192,"1",0.0332,0.743,7.96e-05,0.119,0.612,87.066,219511
"1033","Mipso","Take Your Records Home","like",0.493,0.185,"6",-12.334,"1",0.0295,0.941,3.24e-05,0.116,0.276,131.527,176653
"1034","Vance Joy","Where We Start","like",0.662,0.384,"2",-6.198,"1",0.0288,0.882,6.38e-05,0.122,0.186,120.117,200067
"1035","I'm With Her","Be My Husband","like",0.866,0.193,"1",-11.041,"1",0.188,0.629,0,0.0774,0.329,80.053,193961
"1036","Birdy","Tee Shirt - Soundtrack Version","like",0.684,0.341,"9",-9.497,"1",0.0272,0.837,2.69e-05,0.0883,0.557,75.948,159507
"1037","Jill Andrews","Tell That Devil (Acoustic Version)","like",0.414,0.12,"9",-10.898,"1",0.0312,0.939,6.75e-06,0.107,0.15,146.274,185625
"1038","Henry Jamison","Real Peach - Recorded at Spotify Studios NYC","like",0.379,0.194,"9",-12.644,"1",0.0438,0.901,1.19e-05,0.139,0.436,170.097,195851
"1039","Dispatch","Letter to Lady J","like",0.515,0.743,"4",-6.431,"1",0.0512,0.218,1.05e-05,0.517,0.32,132.038,255192
"1040","James Bay","Let It Go","like",0.546,0.311,"1",-10.396,"1",0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533
"1041","James Bay","Let It Go","like",0.546,0.311,"1",-10.396,"1",0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533
"1042","Noah Gundersen","First Defeat","like",0.519,0.214,"5",-11.243,"1",0.0298,0.858,0.0021,0.118,0.229,144.411,243773
"1043","I'm With Her","I-89 - Recorded At Spotify Studios NYC","like",0.581,0.375,"7",-11.591,"0",0.0359,0.818,1.05e-06,0.109,0.649,89.582,180581
"1044","Belle Mt","Hollow (Acoustic)","like",0.499,0.229,"11",-9.642,"1",0.0361,0.822,4.59e-06,0.0914,0.239,178.461,236618
"1045","Langhorne Slim","Changes","like",0.668,0.367,"11",-11.002,"1",0.0285,0.891,0.00521,0.103,0.342,110.21,161907
"1046","The Lumineers","Sleep On The Floor","like",0.389,0.431,"7",-8.061,"1",0.0344,0.249,0,0.13,0.275,142.14,211851
"1047","The Lumineers","Sleep On The Floor","like",0.389,0.431,"7",-8.061,"1",0.0344,0.249,0,0.13,0.275,142.14,211851
"1048","Rayland Baxter","Without Me","like",0.47,0.351,"7",-9.385,"1",0.034,0.757,1.32e-06,0.556,0.392,152.013,344573
"1049","Lucy Rose","Shiver","like",0.423,0.183,"9",-13.517,"1",0.0344,0.715,4.25e-05,0.104,0.142,122.341,233013
"1050","The Staves","Mexico","like",0.558,0.117,"5",-16.958,"1",0.0345,0.964,0.000686,0.0847,0.174,131.847,246414
"1051","Isobel Anderson","Feathers","like",0.521,0.194,"2",-14.412,"1",0.0457,0.929,0,0.0931,0.324,115.392,138052
"1052","Julie Byrne","Follow My Voice","like",0.408,0.0811,"2",-14.655,"1",0.0402,0.959,4.38e-05,0.133,0.177,111.263,242387
"1053","John Paul White","My Dreams Have All Come True","like",0.519,0.461,"10",-5.719,"1",0.0261,0.459,6.72e-06,0.0906,0.208,111.982,264408
"1054","Old Sea Brigade","Tidal Wave - Acoustic","like",0.646,0.288,"4",-15.797,"1",0.032,0.935,0.0012,0.16,0.337,106.927,155050
"1055","Kacey Musgraves","Slow Burn","like",0.555,0.43,"2",-9.105,"1",0.0295,0.462,0.000191,0.0869,0.274,147.613,246133
"1056","John Craigie","I Am California","like",0.455,0.172,"3",-10.265,"1",0.0307,0.236,0.0013,0.102,0.189,118.161,313079
"1057","Mandolin Orange","The Wolves","like",0.539,0.34,"2",-14.21,"1",0.0373,0.859,0.0349,0.129,0.352,156.662,245653
"1058","Robby Hecht","I'll Keep You","like",0.511,0.145,"10",-9.827,"1",0.0335,0.934,2.64e-06,0.123,0.547,128.138,157175
"1059","Becca Mancari","Golden (Acoustic)","like",0.359,0.17,"4",-10.915,"1",0.0308,0.91,0.000238,0.11,0.178,137.062,307312
"1060","Jade Bird","Uh Huh - Acoustic","like",0.368,0.441,"4",-6.656,"1",0.0457,0.599,0,0.145,0.297,192.461,171971
"1061","I'm With Her","Crescent City","like",0.542,0.136,"1",-14.797,"0",0.0348,0.937,6.92e-05,0.11,0.37,105.503,179280
"1062","Fortunate Ones","Before You","like",0.505,0.252,"9",-10.169,"1",0.0321,0.765,0,0.0829,0.393,80.83,167165
"1063","Iron & Wine","Call It Dreaming","like",0.519,0.515,"5",-9.448,"1",0.031,0.61,5.66e-05,0.107,0.714,80.329,231760
"1064","Lowland Hum","Vedauwoo","like",0.643,0.213,"3",-15.584,"1",0.0324,0.891,0.00138,0.211,0.12,137.709,159102
"1065","Bon Iver","Holocene","like",0.375,0.304,"1",-14.52,"1",0.0302,0.943,0.303,0.126,0.147,147.989,336613
"1066","Bon Iver","Holocene","like",0.375,0.304,"1",-14.52,"1",0.0302,0.943,0.303,0.126,0.147,147.989,336613
"1067","Mumford & Sons","The Cave","like",0.576,0.486,"4",-9.364,"1",0.0406,0.0606,0.000143,0.093,0.337,141.951,217987
"1068","Mumford & Sons","The Cave","like",0.576,0.486,"4",-9.364,"1",0.0406,0.0606,0.000143,0.093,0.337,141.951,217987
"1069","Of Monsters and Men","Dirty Paws","like",0.367,0.663,"3",-6.969,"1",0.0349,0.128,0.0269,0.0552,0.177,111.63,278373
"1070","Of Monsters and Men","Dirty Paws","like",0.367,0.663,"3",-6.969,"1",0.0349,0.128,0.0269,0.0552,0.177,111.63,278373
"1071","Vance Joy","Mess Is Mine","like",0.595,0.723,"7",-8.256,"1",0.0349,0.047,0.0286,0.0995,0.272,108.043,223640
"1072","Vance Joy","Mess Is Mine","like",0.595,0.723,"7",-8.256,"1",0.0349,0.047,0.0286,0.0995,0.272,108.043,223640
"1073","Mandolin Orange","Echo - Recorded at Spotify Studios NYC","like",0.512,0.368,"7",-12.328,"1",0.0425,0.958,0.0157,0.0613,0.612,181.676,211689
"1074","Angus & Julia Stone","Stay With Me - Live From Spotify Berlin","like",0.529,0.0964,"0",-22.052,"1",0.0459,0.808,0.0628,0.709,0.142,151.286,174373
"1075","Angus & Julia Stone","Stay With Me - Live From Spotify Berlin","like",0.529,0.0964,"0",-22.052,"1",0.0459,0.808,0.0628,0.709,0.142,151.286,174373
"1076","Gardiner Sisters","Drag Me Down/As Long As You Love Me","like",0.678,0.346,"3",-8.571,"1",0.0345,0.848,0,0.128,0.461,135.989,206325
"1077","Less Is More","Cool Kids/Riptide (Originally Performed by Echosmith and Vance Joy)","like",0.629,0.21,"7",-15.143,"1",0.0356,0.849,0.00135,0.174,0.399,145.081,133241
"1078","Julia Sheer","Little Talks","like",0.637,0.263,"5",-9.094,"0",0.0399,0.873,0,0.164,0.487,97.423,219760
"1079","Alexi Blue","Timber (Acoustic) [feat. Jake Coco]","like",0.711,0.43,"7",-10.926,"0",0.0372,0.343,0,0.123,0.489,113.92,174633
"1080","Khamari","Love Yourself","like",0.634,0.139,"4",-14.994,"1",0.374,0.753,0,0.124,0.757,97.969,188003
"1081","Imagine Dragons","Blank Space/Stand By Me - Live From Spotify London","like",0.764,0.575,"9",-6.728,"1",0.0966,0.407,0,0.747,0.502,101.759,303434
"1082","Fairground Saints","FourFiveSeconds","like",0.673,0.342,"2",-8.327,"1",0.0272,0.589,0,0.135,0.329,102.995,197080
"1083","Kacey Musgraves","Apologize (Acoustic Version)","like",0.494,0.418,"0",-3.656,"0",0.0301,0.752,7.69e-06,0.0938,0.256,132.464,151880
"1084","Ryan Montbleau","Fast Car (feat. Tall Heights)","like",0.577,0.17,"9",-12.979,"1",0.0462,0.865,0,0.133,0.36,174.192,272967
"1085","Landon Austin","Sledgehammer","like",0.56,0.621,"10",-8.668,"1",0.0483,0.214,0,0.0699,0.266,98.029,235408
"1086","Branches","I Believe in a Thing Called Love","like",0.605,0.596,"9",-6.65,"1",0.029,0.139,0.000554,0.101,0.119,126.066,184000
"1087","Colin & Caroline","Hello","like",0.555,0.389,"6",-11.37,"1",0.0272,0.692,0,0.0984,0.256,83.947,208615
"1088","Zella Day","Seven Nation Army","like",0.69,0.283,"2",-7.309,"1",0.0294,0.891,0.000386,0.111,0.35,104.348,172920
"1089","Noah Guthrie","Set Fire To The Rain","like",0.566,0.227,"1",-11.588,"1",0.0502,0.703,0,0.11,0.507,117.979,233378
"1090","Malin Kojola","Skinny Love","like",0.561,0.174,"11",-13.515,"1",0.0363,0.878,1.67e-06,0.0996,0.109,122.128,258826
"1091","Us The Duo","Better Together","like",0.79,0.3,"5",-10.597,"1",0.0622,0.649,0,0.14,0.49,110.187,200706
"1092","The Staves","I'm on Fire","like",0.302,0.191,"2",-15.166,"1",0.0318,0.741,9.6e-05,0.11,0.0703,75.704,192053
"1093","Landon Austin","What Do You Mean / Where Are Ü Now (Acoustic Mashup) [feat. Kaya May]","like",0.589,0.271,"8",-10.835,"1",0.0341,0.732,0,0.0902,0.382,122.946,216585
"1094","Megan Davies","Want to Want Me - Acoustic Cover","like",0.66,0.312,"9",-9.807,"1",0.0276,0.761,2.31e-05,0.122,0.441,92.446,247297
"1095","John Mayer","XO","like",0.431,0.377,"2",-9.753,"1",0.0288,0.749,0,0.211,0.353,173.67,213627
"1096","Kalle Mattson","Hotline Bling","like",0.647,0.739,"5",-7.462,"1",0.0385,0.579,0.000297,0.115,0.576,143.993,197493
"1097","The Wind and The Wave","You've Got Time","like",0.325,0.872,"10",-5.725,"0",0.0425,0.0091,0.00156,0.129,0.57,164.411,191227
"1098","Kishi Bashi","This Must Be the Place (Naive Melody) [by Talking Heads]","like",0.729,0.267,"4",-8.63,"0",0.0311,0.794,0.000114,0.209,0.75,119.985,206896
"1099","Patrick Lentz","Pony","like",0.615,0.473,"1",-4.912,"0",0.0301,0.416,0,0.135,0.602,132.66,235112
"1100","Sondre Lerche","Countdown","like",0.708,0.0345,"0",-18.386,"1",0.0922,0.745,0,0.271,0.344,77.144,207887
"1101","Jess Delgado","Why Georgia (RAWsession) [in the style of John Mayer] - Single","like",0.577,0.521,"9",-8.891,"1",0.0289,0.547,0.00034,0.128,0.583,100.868,266793
"1102","Hearts & Colors","Lego House","like",0.686,0.286,"11",-13.215,"1",0.0306,0.58,0,0.109,0.627,141.948,211000
"1103","Cam","Uptown Funk (Live from SXSW 2015)","like",0.856,0.622,"2",-7.877,"0",0.207,0.489,0,0.836,0.78,118.509,284630
"1104","Tyler Ward","Watch Me (Whip / Nae Nae) - Acoustic","like",0.752,0.207,"0",-10.284,"0",0.0432,0.442,0,0.159,0.647,134.88,157333
"1105","The Chapin Sisters","Toxic","like",0.62,0.263,"9",-13.586,"0",0.0315,0.878,0.000513,0.104,0.36,127.923,184582
"1106","Cameron Bedell","Earned It (Acoustic Cover)","like",0.713,0.242,"1",-8.693,"0",0.057,0.648,0,0.0665,0.535,123.983,223064
"1107","Anna Ternheim","Show Me The Meaning Of Being Lonely","like",0.292,0.107,"10",-13.428,"0",0.0392,0.963,1.8e-05,0.0873,0.223,168.804,249400
"1108","Correatown","Believe","like",0.626,0.189,"2",-9.631,"1",0.035,0.866,0,0.238,0.276,123.924,198780
"1109","Megan Davies","The Monster, Wake Me Up (Acoustic Mashup)","like",0.599,0.367,"4",-6.162,"1",0.03,0.827,0,0.232,0.417,103.905,206470
"1110","Karmin","What Do You Mean?","like",0.79,0.498,"6",-5.799,"0",0.0581,0.82,0,0.246,0.541,113.02,204425
"1111","M. Ward","Let's Dance","like",0.454,0.207,"11",-14.445,"0",0.0382,0.891,0.0334,0.101,0.337,82.081,300187
"1112","Wolf Alice","Wicked Game - Live from Spotify London","like",0.513,0.286,"9",-12.984,"1",0.0447,0.146,0.00863,0.697,0.252,125.529,272435
"1113","Nicole Cross","Give Me A Reason","like",0.706,0.384,"7",-4.568,"1",0.0282,0.548,0,0.102,0.538,95.032,215062
"1114","Nate Ruess","Thunder Road - Live From Spotify NYC","like",0.543,0.532,"5",-7.809,"1",0.0426,0.61,0,0.682,0.359,129.904,293980
"1115","Clarice Falcão","Survivor","like",0.688,0.546,"3",-5.776,"0",0.0874,0.636,0,0.0955,0.589,115.025,201642
"1116","BØRNS","Sunday Morning","like",0.403,0.802,"5",-3.763,"1",0.0354,0.0476,4.03e-06,0.203,0.53,107.974,188827
"1117","Ryan Adams","Blank Space","like",0.445,0.219,"10",-17.12,"1",0.0406,0.877,0.34,0.113,0.376,92.966,201693
"1118","Gardiner Sisters","Taylor Swift 1989 Medley","like",0.664,0.265,"2",-10.227,"1",0.0334,0.745,0,0.108,0.367,95.224,179880
"1119","William Singe","Shake It Off","like",0.399,0.371,"9",-10.778,"1",0.334,0.195,0,0.14,0.148,79.824,120828
"1120","Nicole Cross","I Knew You Were Trouble","like",0.648,0.536,"6",-3.838,"1",0.0346,0.73,0,0.108,0.527,79.935,211848
"1121","Landon Austin","Chocolate","like",0.737,0.596,"8",-4.172,"1",0.033,0.083,0,0.0771,0.361,100.011,209161
"1122","Ellie Goulding","Your Song","like",0.42,0.182,"10",-11.864,"1",0.032,0.938,0.000237,0.164,0.434,130.081,190346
"1123","Jesse Mann","Chocolate","like",0.493,0.293,"1",-7.922,"1",0.0393,0.839,0,0.0974,0.406,80.074,220208
"1124","Gardiner Sisters","Home/Dirty Paws","like",0.663,0.208,"2",-10.89,"1",0.0313,0.85,0,0.114,0.232,115.028,173509
"1125","Pentatonix","Where Are Ü Now","like",0.629,0.426,"9",-9.012,"1",0.0391,0.117,0,0.14,0.277,134.06,171240
"1126","Daniela Andrade","Crazy in Love","like",0.606,0.326,"7",-9.401,"1",0.119,0.868,0,0.12,0.489,78.906,227500
"1127","Janet Devlin","Friday I'm In Love","like",0.645,0.483,"5",-7.348,"1",0.0293,0.28,0,0.137,0.383,140.026,187160
"1128","Freedom Fry","1979","like",0.53,0.259,"7",-13.277,"1",0.0298,0.914,0.00023,0.186,0.189,105.921,290519
"1129","Kina Grannis","Chandelier","like",0.514,0.206,"5",-13.578,"0",0.032,0.835,0,0.114,0.127,75.874,212300
"1130","Megan Davies","Take Me To Church (Acoustic Cover) feat. Matt Wright","like",0.637,0.292,"4",-8.206,"0",0.0375,0.745,0,0.305,0.4,127.015,277802
"1131","Mountain Faith","Counting Stars","like",0.675,0.303,"2",-12.501,"0",0.0922,0.755,2.65e-05,0.201,0.541,138.193,96960
"1132","Gardiner Sisters","Bright","like",0.371,0.322,"6",-8.08,"1",0.033,0.78,0,0.115,0.344,178.727,216658
"1133","Two Worlds","Wrecking Ball - Acoustic","like",0.63,0.165,"0",-15.177,"1",0.0372,0.779,0,0.22,0.207,119.874,213750
"1134","Two Worlds","Wrecking Ball - Acoustic","like",0.63,0.165,"0",-15.177,"1",0.0372,0.779,0,0.22,0.207,119.874,213750
"1135","Boyce Avenue","Shimmer (feat. Tyler Ward)","like",0.625,0.595,"6",-7.52,"1",0.0341,0.376,0,0.219,0.367,114.694,200895
"1136","All Time Low","Say Something - Live From Spotify UK","like",0.493,0.399,"2",-6.673,"1",0.0295,0.645,0,0.686,0.117,104.113,204250
"1137","The Barden Bellas","Kennedy Center Performance - From ""Pitch Perfect 2"" Soundtrack","like",0.598,0.828,"2",-4.18,"1",0.0798,0.643,0,0.763,0.743,130.064,147293
"1138","Little Mix","We Are Young - Live from Spotify London","like",0.301,0.491,"6",-6.378,"1",0.0371,0.836,0,0.702,0.226,159.289,219373
"1139","Megan Davies","Dark Horse (Acoustic Cover) Feat. Jaclyn Davies","like",0.751,0.339,"10",-5.955,"0",0.0353,0.863,0,0.132,0.388,126.863,228506
"1140","The Civil Wars","Billie Jean","like",0.532,0.203,"9",-8.524,"0",0.0668,0.829,0,0.108,0.543,89.646,259920
"1141","Gardiner Sisters","Fire N Gold","like",0.484,0.329,"6",-6.533,"1",0.0273,0.831,0,0.119,0.28,144.154,216381
"1142","Don Gallardo","Nowhere Man (Live)","like",0.555,0.338,"0",-8.885,"1",0.0301,0.806,0.000479,0.102,0.403,124.901,179680
"1143","William Fitzsimmons","Ice Cream","like",0.639,0.182,"7",-18.677,"1",0.0338,0.866,0.0111,0.109,0.476,125.897,179160
"1144","Pentatonix","If I Ever Fall In Love (feat. Jason Derulo)","like",0.403,0.477,"10",-6.723,"0",0.0384,0.582,0,0.314,0.399,141.719,194053
"1145","Sam Tsui","Bad Blood - A Cappella","like",0.689,0.698,"0",-7.262,"0",0.473,0.198,0,0.135,0.888,174.158,126000
"1146","Hearts & Colors","Fireflies","like",0.365,0.436,"11",-7.649,"1",0.0335,0.615,0,0.176,0.596,162.831,212236
"1147","Haley Reinhart","Can't Help Falling in Love","like",0.406,0.0307,"0",-17.636,"1",0.04,0.951,0,0.0984,0.245,136.716,173500
"1148","Yuna","Hold On, We're Going Home","like",0.552,0.184,"0",-16.696,"1",0.0473,0.868,0.000125,0.0759,0.336,88.608,266280
"1149","Erato","Till the World Ends - Livingroom Session","like",0.557,0.28,"3",-10.238,"1",0.272,0.895,1.64e-06,0.114,0.332,118.686,157240
"1150","Angus & Julia Stone","You're The One That I Want","like",0.612,0.0666,"5",-13.523,"0",0.0371,0.87,0,0.112,0.326,80.524,192000
"1151","Russian Red","Girls Just Want To Have Fun","like",0.563,0.197,"11",-9.098,"1",0.0384,0.872,0,0.13,0.302,114.814,162533
"1152","Echosmith","Bizarre Love Triangle - Live from Spotify NYC","like",0.472,0.253,"2",-12.493,"1",0.0376,0.759,0,0.689,0.251,135.709,216314
"1153","Imagine Dragons","I Bet My Life - Live From Spotify London","like",0.456,0.534,"7",-7.901,"1",0.0446,0.525,2.49e-05,0.691,0.35,116.511,228341
"1154","Emily Hackett","Stayin Out All Night/Habits (Acoustic Mashup)","like",0.609,0.165,"2",-12.685,"1",0.0724,0.851,0,0.108,0.476,147.384,225912
"1155","Heather Nova","Norwegian Wood","like",0.276,0.347,"2",-10.402,"1",0.031,0.312,0.000143,0.147,0.519,176.637,143548
"1156","Walk Off the Earth","Somebody That I Used to Know","like",0.838,0.394,"0",-8.656,"0",0.0467,0.558,0.000722,0.108,0.409,129.059,248240
"1157","Joanna Wang","Wild World - Acoustic Version","like",0.67,0.306,"2",-11.032,"1",0.0366,0.8,1.18e-06,0.0829,0.61,139.949,225053
"1158","Karmin","Mine","like",0.774,0.575,"7",-6.475,"1",0.0571,0.547,0,0.244,0.892,137.889,165739
"1159","Sleeping At Last","Chasing Cars","like",0.478,0.181,"11",-8.731,"1",0.0327,0.975,3.37e-06,0.0795,0.279,108.346,240427
"1160","Ryan Adams","Wonderwall","like",0.321,0.22,"7",-12.608,"0",0.0352,0.828,0.00398,0.0873,0.301,157.04,248280
"1161","Maria Doyle Kennedy","How You Remind Me","like",0.661,0.146,"11",-11.312,"0",0.0368,0.902,1.38e-06,0.119,0.302,83.007,200987
"1162","Jenny Owen Youngs","Hot In Herre","like",0.623,0.553,"7",-7.441,"1",0.0252,0.581,1.44e-06,0.0725,0.752,87.992,256120
"1163","Bahamas","Don't You Want Me","like",0.669,0.217,"0",-14.982,"1",0.0446,0.91,0.023,0.12,0.322,110.944,199427
"1164","Horse Feathers","Drain You","like",0.536,0.336,"10",-10.749,"1",0.03,0.833,5.15e-05,0.0793,0.318,115.489,217223
"1165","Mariee Sioux","Love Song","like",0.477,0.305,"2",-11.411,"0",0.0348,0.925,0.133,0.132,0.328,117.974,229173
"1166","Glen Hansard","Cry Me a River","like",0.584,0.5,"8",-9.97,"0",0.119,0.315,2.69e-05,0.0993,0.74,82.086,252747
"1167","Aaron Krause","Every Breath You Take (feat. Liza Anne)","like",0.325,0.201,"6",-11.595,"0",0.0282,0.758,0,0.0977,0.172,81.869,223893
"1168","Hearts & Colors","Steal My Girl","like",0.636,0.253,"9",-12.926,"1",0.0432,0.833,0,0.168,0.747,80.826,208148
"1169","Megan Davies","Girl Crush - Acoustic Cover","like",0.655,0.276,"10",-8.533,"1",0.0331,0.879,0,0.144,0.328,105.466,241519
"1170","William Fitzsimmons","I Kissed A Girl","like",0.728,0.481,"0",-9.577,"1",0.0335,0.355,6.78e-06,0.254,0.802,125.998,192640
"1171","Trampled by Turtles","Where Is My Mind? (Live)","like",0.358,0.592,"4",-7.699,"1",0.03,0.36,0.0053,0.939,0.246,162.038,211040
"1172","The Rural Alberta Advantage","Eye of the Tiger","like",0.779,0.365,"2",-11.394,"0",0.0361,0.885,0.00175,0.0992,0.445,105.891,180867
"1173","Damien Rice & Lisa Hannigan","Get the Party Started","like",0.545,0.154,"4",-12.787,"0",0.0627,0.78,1.39e-05,0.0978,0.475,92.976,188440
"1174","Savannah Outen","Out of the Woods (Acoustic) [feat. Jake Coco]","like",0.42,0.477,"0",-11.12,"1",0.0821,0.324,0,0.135,0.412,181.176,229845
"1175","VASSY","Just Cant Get Enough","like",0.899,0.37,"0",-8.316,"0",0.177,0.503,0,0.105,0.768,104.229,105493
"1176","Jack Johnson","Better Together","like",0.871,0.346,"5",-9.481,"1",0.0522,0.298,9.24e-06,0.108,0.659,110.049,207680
